region_name,country_name,Year,Count,Rate, Population
Africa,Burundi,2008,437,5.32130968999535
Africa,Burundi,2009,496,5.84283412323503
Africa,Burundi,2010,304,3.46757644922453
Africa,Burundi,2011,499,5.517770316563
Africa,Burundi,2012,455,4.88212616057796
Africa,Burundi,2013,431,4.48949634934157
Africa,Burundi,2014,549,5.55005716862166
Africa,Kenya,2005,12715,35.2721327570397
Africa,Kenya,2006,13186,35.5877744956082
Africa,Kenya,2007,12089,31.7413981113067
Africa,Kenya,2008,11479,29.3217482924469
Africa,Kenya,2009,14189,35.2633846029659
Africa,Kenya,2010,14078,34.0458240637181
Africa,Kenya,2011,14366,33.8128237782058
Africa,Kenya,2012,14534,33.2992497542021
Africa,Kenya,2013,13674,30.5040401122104
Africa,Kenya,2014,13949,30.3079354905294
Africa,Kenya,2015,14921,31.5880222436751
Africa,Kenya,2016,15705,32.389889914426
Africa,Kenya,2017,15968,32.1287726358149
Africa,Madagascar,2010,3450,16.3107919764141
Africa,Madagascar,2011,3434,15.7928994406674
Africa,Madagascar,2012,2115,9.46453847755537
Africa,Madagascar,2013,2744,11.9506230220391
Africa,Madagascar,2014,2542,10.7758433400943
Africa,Madagascar,2015,2189,9.03273108523828
Africa,Mauritius,2003,105,8.68490662484677
Africa,Mauritius,2004,144,11.8452516581296
Africa,Mauritius,2005,122,9.98360887821061
Africa,Mauritius,2006,106,8.63123301234918
Africa,Mauritius,2007,140,11.3460371128874
Africa,Mauritius,2008,148,11.9422929040994
Africa,Mauritius,2009,274,22.0252985472949
Africa,Mauritius,2010,238,19.0712004839918
Africa,Mauritius,2011,230,18.3849537538479
Africa,Mozambique,2004,1350,6.6460867718012
Africa,Mozambique,2005,1272,6.07941377627662
Africa,Mozambique,2006,800,3.71273406989955
Africa,Mozambique,2007,724,3.26296814635512
Africa,Mozambique,2008,728,3.18644772269221
Africa,Mozambique,2009,526,2.23600829499564
Africa,Rwanda,2008,2249,23.1660573687994
Africa,Rwanda,2009,1985,19.8948708918094
Africa,Rwanda,2010,2004,19.557245051695
Africa,Rwanda,2011,2526,24.0203779529446
Africa,Rwanda,2012,3177,29.447059849643
Africa,Rwanda,2013,3299,29.8143242690497
Africa,Uganda,2003,19491,73.2061287174899
Africa,Uganda,2004,25744,93.3821563181894
Africa,Uganda,2005,35092,122.9402808442
Africa,Uganda,2006,43782,148.159117382886
Africa,Uganda,2007,28839,94.2744062884648
Africa,Uganda,2008,21186,66.9090120811412
Africa,Uganda,2009,17118,52.2337814154476
Africa,Uganda,2010,22979,67.7544151161076
Africa,Uganda,2011,19023,54.2063908545501
Africa,Uganda,2012,18030,49.6601242367958
Africa,Uganda,2013,16702,44.4749477055885
Africa,Uganda,2014,8210,21.1416283606627
Africa,Uganda,2015,10065,25.0716965829009
Africa,Uganda,2016,7019,16.8915040812271
Africa,Uganda,2017,5732,13.3728390453305
Africa,United Republic of Tanzania,2014,1834,3.51106461088282
Africa,United Republic of Tanzania,2015,2361,4.38196340802573
Africa,Zimbabwe,2003,78464,621.059361177315
Africa,Zimbabwe,2004,95581,748.040835183002
Africa,Zimbabwe,2005,92510,714.913224325875
Africa,Zimbabwe,2006,77525,590.699655836017
Africa,Zimbabwe,2007,63803,478.645428112075
Africa,Zimbabwe,2008,51247,377.970403590553
Africa,Cameroon,2003,2998,18.1544890092675
Africa,Cameroon,2004,3056,18.0198443535944
Africa,Cameroon,2005,3140,18.0244357390119
Africa,Cameroon,2006,3136,17.5199817738557
Africa,Cameroon,2007,3482,18.9286565236538
Africa,Cameroon,2009,1486,7.64696701270307
Africa,Cameroon,2010,4917,24.6213226061748
Africa,Cameroon,2011,5281,25.7353068381015
Africa,Cameroon,2012,5764,27.3403628043376
Africa,Cameroon,2013,5630,25.9977562504863
Africa,Cameroon,2014,3690,16.591798237978
Africa,Cameroon,2015,4805,21.0427001712582
Africa,Cameroon,2016,1850,7.88601208588899
Africa,Cameroon,2017,4458,18.5333000748316
Africa,Sao Tome and Principe,2003,1,0.673981613781576
Africa,Sao Tome and Principe,2004,1,0.658028940112786
Africa,Sao Tome and Principe,2006,0,0
Africa,Sao Tome and Principe,2007,4,2.45246810258674
Africa,Sao Tome and Principe,2008,1,0.599114508756059
Africa,Sao Tome and Principe,2009,5,2.92717767383045
Africa,Sao Tome and Principe,2010,0,0
Africa,Sao Tome and Principe,2011,4,2.23713646532438
Africa,Algeria,2003,23050,71.1342603151004
Africa,Algeria,2004,20234,61.6305955792642
Africa,Algeria,2005,32920,98.8931982598042
Africa,Algeria,2006,36681,108.594624623811
Africa,Algeria,2007,36915,107.623668239102
Africa,Algeria,2008,40398,115.884025901362
Africa,Algeria,2009,42298,119.264327057985
Africa,Algeria,2010,41381,114.572833211652
Africa,Algeria,2011,45548,123.705993428818
Africa,Algeria,2012,52287,139.187597713423
Africa,Algeria,2013,54472,142.081489650029
Africa,Algeria,2014,53853,137.684578138395
Africa,Algeria,2015,49091,123.122946278858
Africa,Egypt,2006,65,0.0831637560375608
Africa,Egypt,2007,71,0.0892663466765693
Africa,Egypt,2008,120,0.148232547368544
Africa,Egypt,2009,134,0.162493135574498
Africa,Egypt,2010,156,0.185476685663839
Africa,Egypt,2011,339,0.394656141633637
Africa,Morocco,2003,48662,163.05489453352
Africa,Morocco,2004,46067,152.644438064056
Africa,Morocco,2005,32623,106.886816222367
Africa,Morocco,2006,36161,117.142099479529
Africa,Morocco,2007,31432,100.660090262946
Africa,Morocco,2008,30934,97.9021488056327
Africa,Morocco,2009,31106,97.2369495281588
Africa,Morocco,2012,29439,88.3157927231135
Africa,Morocco,2013,67763,200.335440576106
Africa,Morocco,2015,56275,161.694334810913
Africa,Morocco,2016,64657,183.388741558756
Africa,Morocco,2017,117883,329.834918858422
Africa,Botswana,2009,15133,764.338480778147
Africa,Botswana,2010,17457,866.409974658364
Africa,Botswana,2011,16098,784.755713219512
Africa,Botswana,2014,16847,776.870319790941
Africa,Eswatini,2003,14725,1354.15747035108
Africa,Eswatini,2004,14587,1332.08164353689
Africa,Lesotho,2007,9337,471.021602825423
Africa,Lesotho,2008,9957,497.867425359888
Africa,Lesotho,2009,7332,363.112486126993
Africa,South Africa,2014,182556,334.722104799834
Africa,South Africa,2015,182933,330.853584813865
Africa,South Africa,2016,170616,304.795372521109
Africa,South Africa,2017,167352,295.064971701606
Africa,Benin,2017,5335,47.7362204724409
Africa,Cabo Verde,2010,4090,814.118284021784
Africa,Cabo Verde,2011,4030,793.2024713276
Africa,Cabo Verde,2012,4116,800.810928072937
Africa,Cabo Verde,2013,4013,771.573486943046
Africa,Cabo Verde,2014,4117,782.049893909433
Africa,Cabo Verde,2015,4205,789.059377421831
Africa,Cote d'Ivoire,2007,9821,51.4567240881652
Africa,Cote d'Ivoire,2008,10124,51.9233114640661
Africa,Guinea,2005,286,2.95462328811348
Africa,Guinea,2007,293,2.9019304968828
Africa,Guinea-Bissau,2013,2914,173.298166215184
Africa,Guinea-Bissau,2014,3314,192.033117310563
Africa,Guinea-Bissau,2015,1331,75.1753998529251
Africa,Guinea-Bissau,2016,2000,110.098134871536
Africa,Nigeria,2007,15136,10.3375957156457
Africa,Nigeria,2008,14692,9.77203528441698
Africa,Nigeria,2009,14075,9.11580387585328
Africa,Nigeria,2010,18093,11.4095083940919
Africa,Nigeria,2012,15388,9.19799750006701
Africa,Nigeria,2013,16487,9.594987416087
Africa,Senegal,2005,279,2.4797209487359
Africa,Senegal,2006,252,2.18054138516123
Africa,Senegal,2007,181,1.52439576447058
Africa,Senegal,2008,543,4.44937654237884
Africa,Senegal,2009,291,2.31855568800272
Africa,Senegal,2010,305,2.36137033494838
Africa,Sierra Leone,2007,18620,309.537975505272
Africa,Sierra Leone,2008,19871,322.300098031392
Americas,Bahamas,2009,2601,732.97337511554
Americas,Bahamas,2010,3063,848.871496984746
Americas,Bahamas,2011,3268,891.512625215513
Americas,Bahamas,2012,3132,841.84722569408
Americas,Bahamas,2014,5145,1346.26304069666
Americas,Bahamas,2015,4562,1179.30503208061
Americas,Bahamas,2016,4276,1094.06111083535
Americas,Bahamas,2017,3854,975.696202531646
Americas,Barbados,2004,1610,589.547074052239
Americas,Barbados,2005,1731,631.731074526749
Americas,Barbados,2006,1704,619.54850039449
Americas,Barbados,2007,1549,560.927032409922
Americas,Barbados,2008,1594,574.789322044288
Americas,Barbados,2009,1610,578.159227205803
Americas,Barbados,2010,1511,540.474802284946
Americas,Barbados,2011,1312,467.567827627129
Americas,Barbados,2012,1468,521.334588135021
Americas,Barbados,2013,1250,442.463779914976
Americas,Barbados,2014,1465,516.964553522593
Americas,Barbados,2015,1474,518.61781666825
Americas,Barbados,2016,1559,547.249885038911
Americas,Dominican Republic,2012,5937,58.4640987892604
Americas,Dominican Republic,2013,3833,37.2812921639451
Americas,Dominican Republic,2014,4275,41.0826839226112
Americas,Dominican Republic,2015,3889,36.9382072897348
Americas,Dominican Republic,2016,3142,29.5178940630402
Americas,Grenada,2005,1894,1839.7458935978
Americas,Grenada,2006,1903,1842.93863004678
Americas,Grenada,2007,1312,1266.58042592628
Americas,Grenada,2008,1285,1236.4091215241
Americas,Grenada,2009,1175,1126.60121193526
Americas,Grenada,2010,1152,1100.52829179285
Americas,Grenada,2011,1236,1176.30264097074
Americas,Grenada,2012,1313,1244.77394033049
Americas,Grenada,2013,1394,1316.22430577194
Americas,Grenada,2014,529,497.367431365175
Americas,Grenada,2015,494,462.447225784709
Americas,Grenada,2016,437,407.177505166589
Americas,Grenada,2017,375,347.222222222222
Americas,Jamaica,2010,1407,49.9430287412014
Americas,Jamaica,2012,5684,200.07096112907
Americas,Jamaica,2013,4941,173.258569040612
